game_series,game,task_category,task
sword_of_hope,sword_of_hope_2,"menu, interaction, hard",In weapons shop cursor on first weapon (Knife)
sword_of_hope,sword_of_hope_2,"menu, interaction, hard",In weapons shop cursor on second weapon (Rapier) - single step from first
sword_of_hope,sword_of_hope_2,"menu, interaction, hard",In weapons shop cursor on third weapon (CPR Sword) - traverse first and second
sword_of_hope,sword_of_hope_2,"interaction, menu, hard",Use LOOK then cursor on TREE target in target list
sword_of_hope,sword_of_hope_2,"menu, navigation, reasoning, hard",View Power stats first then exp page then cast Motion (3-subgoal composite)
bomberman,bomberman_quest,menu,Open the pause menu
bomberman,bomberman_quest,menu,Open the bomb select screen
bomberman,bomberman_quest,"navigation, interaction",Talk to the NPC
bomberman,bomberman_quest,"navigation, interaction",Talk to the Old Man
bomberman,bomberman_quest,"navigation, interaction",Talk to the Girl
bomberman,bomberman_quest,"navigation, interaction",Talk to the Man
bomberman,bomberman_quest,"navigation, interaction",Talk to the Guide
bomberman,bomberman_quest,"navigation, interaction",Read the House Sign
bomberman,bomberman_quest,"navigation, interaction",Read the Danger Sign
bomberman,bomberman_quest,interaction,Activate the switch
bomberman,bomberman_quest,navigation,Enter the House
bomberman,bomberman_quest,"navigation, interaction",Read the sign
bomberman,bomberman_quest,combat,Get a Game Over
bomberman,bomberman_quest,combat,Start a Charabom battle
bomberman,bomberman_quest,menu,Open the bomb component screen
bomberman,bomberman_quest,"navigation, interaction",Read the sign next to the entrance
bomberman,bomberman_quest,"navigation, interaction",Read the box sign
bomberman,bomberman_quest,navigation,Enter the green cave
bomberman,bomberman_quest,"navigation, interaction",Read the sign next to the green cave
bomberman,bomberman_quest,"navigation, interaction",Read the sign at the green cave entrance
bomberman,bomberman_quest,combat,Activate the switch using a bomb
bomberman,bomberman_quest,interaction,Pick up the red box
bomberman,bomberman_quest,"navigation, interaction",Talk to the NPC to save the game
bomberman,bomberman_quest,"navigation, interaction",Talk to the librarian
bomberman,bomberman_quest,"navigation, interaction",Talk to the guide on the right
bomberman,bomberman_quest,"navigation, interaction",Talk to the Guide
bomberman,bomberman_quest,"navigation, interaction",Read the Sign near the Forest Entrance
bomberman,bomberman_quest,"navigation, interaction",Read the Sign in the Middle of the Forest
bomberman,bomberman_quest,"navigation, interaction",Read the Cloud Sign
bomberman,bomberman_quest,navigation,Enter the Room
bomberman,bomberman_quest,"navigation, interaction",Read the Ruins Sign
bomberman,bomberman_quest,navigation,Enter the Ancient Ruins
bomberman,bomberman_quest,"navigation, interaction",Read the Ruins Puzzle Sign
bomberman,bomberman_quest,"navigation, interaction",Jump to the Cliff and Open the Box
bomberman,bomberman_quest,"navigation, interaction",Dodge the Arrows and Enter Combat
bomberman,bomberman_quest,interaction,Use the Power Glove to Activate the Switch
bomberman,bomberman_quest,"navigation, interaction",Navigate Down to Enter Combat with the Boss
bomberman,bomberman_quest,"navigation, interaction",Read the Snow Cave Sign
bomberman,bomberman_quest,"navigation, interaction",Jump Off the Cliff and Enter Combat with the Enemy
bomberman,bomberman_quest,"navigation, interaction",Jump Off the Cliff and Read the Sign
bomberman,bomberman_quest,navigation,Navigate from the Start to Find the Cave and Enter It
bomberman,bomberman_quest,navigation,Navigate from the Forest Entrance to Enter the Ancient Ruins
bomberman,bomberman_quest,navigation,Navigate from the Ruins Back to the House
bomberman,bomberman_quest,navigation,Navigate from the Cloud Sign Area to Find and Save the Game
bomberman,bomberman_quest,navigation,Navigate from the Traps Area to Enter the Ancient Ruins
bomberman,bomberman_quest,navigation,Navigate from the Ruins Puzzle Area to Find and Enter the Room
bomberman,bomberman_quest,navigation,Navigate from the Electro Boss Area to Find and Enter the Cave
bomberman,bomberman_quest,navigation,Navigate from the Snow Cave Area to Find and Enter the House
bomberman,bomberman_quest,navigation,Navigate from the Electro Sign to Find and Save the Game
bomberman,bomberman_quest,navigation,Navigate from the Under Cliff Area Back to the Camp
bomberman,bomberman_pocket,menu,Open the pause menu
bomberman,bomberman_pocket,combat,Kill the Forest Stage Boss and Take the Exit
bomberman,bomberman_pocket,combat,Get a Game Over
bomberman,bomberman_pocket,interaction,Pick up a Bomb Up
bomberman,bomberman_pocket,interaction,Area 2 Pick up a Bomb Up
bomberman,bomberman_pocket,interaction,Area 3 Pick up a Bomb Up
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Forest Area 1 to Find and Kill the Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Forest Area 1 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,"""navigation, combat""",Forest Area 2 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,"""navigation, combat""",Forest Area 3 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,combat,Area 2 Kill the Enemy Using a Bomb
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Forest Area 3 to Find and Kill the Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Navigate to Find and Kill the Strong Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Navigate to Find and Kill the Shell
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Forest Area 4 to Find and Kill the Enemy
bomberman,bomberman_pocket,interaction,Pick up a Bomb Range Up
bomberman,bomberman_pocket,interaction,Ocean Area 1 Pick up a Fire Up
bomberman,bomberman_pocket,navigation,Enter Jump Game
bomberman,bomberman_pocket,combat,Complete a Jump Game round
bomberman,bomberman_pocket,interaction,Pick up a heart
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Ocean Area 1 to Find and Kill the Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Ocean Area 1 to Find and Kill the Strong Green Fish
bomberman,bomberman_pocket,navigation,Ocean Area 1 Take the Exit
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Ocean Area 2 to Find and Kill the Enemy
bomberman,bomberman_pocket,interaction,Ocean Area 2 Pick up a Bomb Up
bomberman,bomberman_pocket,"""navigation, combat""",Ocean Area 2 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,interaction,Ocean Area 3 Pick up a Bomb Up
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Ocean Area 3 to Find and Kill the Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Ocean Area 3 Navigate to Find the Hidden Exit
bomberman,bomberman_pocket,interaction,Ocean Area 4 Pick up a Bomb Up
bomberman,bomberman_pocket,interaction,Ocean Area 3 Pick up a Heart
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Ocean Area 4 to Find and Kill the Enemy
bomberman,bomberman_pocket,interaction,Ocean Area 4 Pick up a Heart
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Ocean Area 4 to Find and Kill the Strong Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Ocean Area 4 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,combat,Ocean Area 5 Defeat the Boss Using a Bomb
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Wind Area 1 to Find and Kill the Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Wind Area 1 to Find and Kill the Strong Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Wind Area 1 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Wind Area 2 to Find and Kill the Enemy
bomberman,bomberman_pocket,interaction,Wind Area 2 Pick up a Heart
bomberman,bomberman_pocket,"""navigation, combat""",Wind Area 2 Navigate Up to Find and Take the Exit
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Wind Area 3 to Find and Kill the Blue Fish
bomberman,bomberman_pocket,"""navigation, combat""",Wind Area 3 Navigate to Break the Block and Avoid the Laser to Take the Exit
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Wind Area 4 to Find and Kill the Blue Fish
bomberman,bomberman_pocket,"""navigation, combat""",Wind Area 4 Navigate to Find and Take the Exit
bomberman,bomberman_pocket,combat,Wind Area 5 Defeat the Boss Using a Bomb
bomberman,bomberman_pocket,"""navigation, combat""",Navigate Cloud Area 1 to Find and Kill the Enemy
bomberman,bomberman_pocket,"""navigation, combat""",Navigate the Wind Area 1 Clouds to Find and Kill an Enemy
bomberman,bomberman_pocket,navigation,Cloud Area 1 Navigate Up and Take the Exit
